1,">MT gi","251831106","ref","NC_012920.1"," Homo sapiens mitochondrion, complete genome",16568,0,4142,1339,2045.18222554145,317.933871378059,1198,2113.58681135225,379.443910313991,667,2026.95352323838,311.506201350998,938,2086.99253731343,363.015163442915
1,">MT gi","251831106","ref","NC_012920.1"," Homo sapiens mitochondrion, complete genome",16568,4142,8284,1225,2030.7706122449,355.798337891001,1273,2053.73919874313,345.998340797597,577,2194.98960138648,320.430432780825,1067,2072.67104029991,342.802969180581
1,">MT gi","251831106","ref","NC_012920.1"," Homo sapiens mitochondrion, complete genome",16568,8284,12426,1265,2054.79288537549,360.784495038002,1322,2078.82602118003,356.903991140691,461,2064.08676789588,322.768149630254,1094,2085.08957952468,322.218828750563
1,">MT gi","251831106","ref","NC_012920.1"," Homo sapiens mitochondrion, complete genome",16568,12426,16568,1288,2081.75155279503,337.559271351662,1392,2058.2658045977,329.763144306068,470,2136.61489361702,386.376240944217,992,2045.90927419355,356.398467273358
1,">MT gi","251831106","ref","NC_012920.1"," Homo sapiens mitochondrion, complete genome",16568,0,4142,1339,2045.04630321135,317.480201020819,1198,2113.62270450751,379.410285745524,667,2027.2263868066,312.419317676601,938,2086.94669509595,363.057518677244
1,">MT gi","251831106","ref","NC_012920.1"," Homo sapiens mitochondrion, complete genome",16568,4142,8284,1225,2032.05387755102,355.506234086674,1273,2048.34406912804,346.046022011544,578,2192.53114186851,320.718015609967,1066,2078.8574108818,342.974159895577
1,">MT gi","251831106","ref","NC_012920.1"," Homo sapiens mitochondrion, complete genome",16568,8284,12426,1265,2052.46086956522,361.308841332889,1321,2083.63890991673,354.807179854022,462,2066.01298701299,322.818444109689,1094,2081.17458866545,324.128316706985
1,">MT gi","251831106","ref","NC_012920.1"," Homo sapiens mitochondrion, complete genome",16568,12426,16568,1291,2081.23470178156,336.536032407505,1391,2059.22142343638,330.607072541176,467,2134.35974304069,387.284327964937,993,2046.48136958711,356.294341390539
1,">MT gi","251831106","ref","NC_012920.1"," Homo sapiens mitochondrion, complete genome",16568,0,4142,1340,2045.90223880597,317.864198597779,1197,2115.22556390977,378.984169964938,666,2025.47747747748,311.623083306204,939,2084.93184238552,363.590222716029
1,">MT gi","251831106","ref","NC_012920.1"," Homo sapiens mitochondrion, complete genome",16568,4142,8284,1225,2030.7706122449,355.798337891001,1274,2054.07142857143,345.760679644216,577,2194.98960138648,320.430432780825,1066,2072.29174484053,343.087487592745
1,">MT gi","251831106","ref","NC_012920.1"," Homo sapiens mitochondrion, complete genome",16568,8284,12426,1265,2054.55335968379,361.004147744826,1320,2083.56742424242,355.074343385431,462,2060.28354978355,323.679396497383,1095,2081.26301369863,323.834374290772
1,">MT gi","251831106","ref","NC_012920.1"," Homo sapiens mitochondrion, complete genome",16568,12426,16568,1290,2083.20542635659,337.36881567943,1392,2058.2658045977,329.763144306068,468,2132.84188034188,387.208048209062,992,2045.90927419355,356.398467273358
1,">MT gi","251831106","ref","NC_012920.1"," Homo sapiens mitochondrion, complete genome",16568,0,4142,1338,2045.97234678625,317.36168917784,1199,2112.0483736447,379.810714061639,668,2025.39820359281,312.64720537601,937,2088.93276414087,362.551719394819
1,">MT gi","251831106","ref","NC_012920.1"," Homo sapiens mitochondrion, complete genome",16568,4142,8284,1225,2030.2187755102,356.068925663076,1272,2052.9677672956,346.133403651211,577,2196.16117850953,319.762574200961,1068,2073.57209737828,342.636414641758
1,">MT gi","251831106","ref","NC_012920.1"," Homo sapiens mitochondrion, complete genome",16568,8284,12426,1265,2056.33280632411,361.221579555911,1319,2085.06520090978,354.6286221972,462,2055.41125541126,323.089703962509,1096,2079.46259124088,324.395849810346
1,">MT gi","251831106","ref","NC_012920.1"," Homo sapiens mitochondrion, complete genome",16568,12426,16568,1290,2083.29534883721,337.605987159724,1390,2058.01942446043,329.094931110251,468,2132.59401709402,386.560226728513,994,2046.27867203219,357.281374341619
1,">MT gi","251831106","ref","NC_012920.1"," Homo sapiens mitochondrion, complete genome",16568,0,4142,1339,2045.4929051531,317.945562242158,1195,2118.41589958159,378.148453801734,667,2026.32983508246,311.477101660281,941,2080.94473963868,364.618487151002
1,">MT gi","251831106","ref","NC_012920.1"," Homo sapiens mitochondrion, complete genome",16568,4142,8284,1225,2030.7706122449,355.798337891001,1273,2051.53024351925,346.610186965556,577,2194.98960138648,320.430432780825,1067,2075.30646672915,342.045823315726
1,">MT gi","251831106","ref","NC_012920.1"," Homo sapiens mitochondrion, complete genome",16568,8284,12426,1266,2053.40047393365,361.302318628597,1320,2083.56742424242,355.074343385431,461,2063.46203904555,322.76749607255,1095,2081.26301369863,323.834374290772
1,">MT gi","251831106","ref","NC_012920.1"," Homo sapiens mitochondrion, complete genome",16568,12426,16568,1290,2083.97674418605,336.777246378061,1389,2056.56659467243,329.575748663621,469,2132.62260127932,388.469749377085,994,2047.33601609658,356.718469622813
1,">MT gi","251831106","ref","NC_012920.1"," Homo sapiens mitochondrion, complete genome",16568,0,4142,1339,2045.18222554145,317.933871378059,1197,2115.22556390977,378.984169964938,667,2026.95352323838,311.506201350998,939,2084.93184238552,363.590222716029
