1,">Denisovan3_FN673705",16570,0,4143,1348,2047.20697329377,315.808224887292,1187,2118.42712721146,376.94722850319,656,2014.5487804878,314.595512427303,952,2088.80672268908,367.06415205687
1,">Denisovan3_FN673705",16570,4143,8286,1225,2033.66448979592,358.005368308542,1269,2052.50985027581,344.167016383911,580,2187.29137931034,319.310496207519,1069,2076.51356407858,343.731604731712
1,">Denisovan3_FN673705",16570,8286,12428,1263,2057.92003167063,360.123725504526,1316,2088.6056231003,354.323487016094,464,2054.09698275862,323.669917620473,1099,2073.97088262056,325.920552652942
1,">Denisovan3_FN673705",16570,12428,16570,1277,2082.32889584965,337.083605963197,1393,2049.5592246949,329.06280061478,477,2125.57023060797,385.153410781651,995,2062.39798994975,358.358981871206
2,">Denisovan4_FR695060",16570,0,4143,1348,2047.20697329377,315.808224887292,1186,2117.18128161889,376.820362191708,656,2014.5487804878,314.595512427303,953,2090.38824763903,367.253728611472
2,">Denisovan4_FR695060",16570,4143,8286,1225,2033.66448979592,358.005368308542,1269,2052.50985027581,344.167016383911,580,2187.29137931034,319.310496207519,1069,2076.51356407858,343.731604731712
2,">Denisovan4_FR695060",16570,8286,12428,1263,2057.92003167063,360.123725504526,1316,2088.6056231003,354.323487016094,464,2054.09698275862,323.669917620473,1099,2073.97088262056,325.920552652942
2,">Denisovan4_FR695060",16570,12428,16570,1278,2083.80751173709,337.493896382621,1393,2049.5592246949,329.06280061478,476,2121.69117647059,384.229710610989,995,2062.39798994975,358.358981871206
3,">Denisovan8_KT780370",16573,0,4144,1346,2042.60995542348,316.306295470527,1191,2108.67086481948,378.555451070247,658,2026.9179331307,313.645077208484,949,2101.1043203372,365.533702584789
3,">Denisovan8_KT780370",16573,4144,8287,1230,2034.2325203252,357.528392783044,1265,2052.03162055336,344.386731032615,575,2189.14608695652,320.72954054663,1073,2076.0587138863,343.045605462368
3,">Denisovan8_KT780370",16573,8287,12430,1260,2061.70238095238,360.456099098663,1318,2087.18437025797,354.505626104625,467,2047.61456102784,322.662234444614,1098,2075.96174863388,326.13617069401
3,">Denisovan8_KT780370",16573,12430,16573,1283,2078.22057677319,337.303476433928,1394,2053.29268292683,329.612173025488,474,2146.0864978903,385.513551633321,992,2054.84274193548,357.428749685571
4,">Denisovan2_KX663333",16570,0,4143,1347.5,2042.49944341373,316.889924686804,1187.5,2113.80210526316,378.059368623243,658.5,2018.78208048595,313.941986741109,949.5,2098.49394418115,364.70801503953
4,">Denisovan2_KX663333",16570,4143,8286,1231.75,2033.97929774711,357.294940693055,1269.75,2054.04764717464,344.549914035972,573.75,2186.74509803922,320.657078494198,1067.75,2075.55139311637,343.196618255661
4,">Denisovan2_KX663333",16570,8286,12428,1259.25,2060.33809807425,360.261242144633,1316.25,2087.29021842355,354.264351355294,468.25,2046.75867592098,323.387251106994,1098.25,2075.92237650808,326.067153416034
4,">Denisovan2_KX663333",16570,12428,16570,1281.75,2081.12307392237,337.565781602175,1393.75,2051.77506726457,328.994427333445,474.75,2140.21800947867,386.237605009533,991.75,2053.88807663222,357.275453217316
5,">Neanderthal_AM948965",16565,0,4142,1338,2045.14349775785,315.84397326314,1198,2115.31469115192,378.027529457481,666,2017.85735735736,314.074598541908,940,2091.18191489362,365.638412395223
5,">Neanderthal_AM948965",16565,4142,8283,1225,2023.82530612245,355.462956224812,1268,2050.72949526814,345.518075042618,575,2196.05391304348,321.761950937579,1073,2081.79776328052,342.434281312223
5,">Neanderthal_AM948965",16565,8283,12424,1261,2057.21649484536,360.998985579287,1319,2095.54965883245,353.094164312486,465,2046.15053763441,326.092491015554,1096,2067.85675182482,324.894426420775
5,">Neanderthal_AM948965",16565,12424,16565,1283,2077.50740452065,335.760915770466,1389,2055.16414686825,328.236045587169,474,2140.4641350211,388.869092287119,995,2051.62412060301,359.020261272823
6,">Neanderthal_FM865407_Feldhofer 1",16565,0,4142,1339,2043.80283793876,316.190453239572,1199,2113.84904086739,378.334246766156,665,2020.58345864662,313.351493999864,939,2092.9797657082,365.294736691835
6,">Neanderthal_FM865407_Feldhofer 1",16565,4142,8283,1224,2024.62745098039,355.563024331381,1268,2049.72318611987,345.941510462492,575,2196.05391304348,321.761950937579,1074,2082.01769087523,341.840493341525
6,">Neanderthal_FM865407_Feldhofer 1",16565,8283,12424,1262,2057.35499207607,360.71877356533,1319,2095.54965883245,353.094164312486,464,2045.75,326.777261551849,1096,2067.85675182482,324.894426420775
6,">Neanderthal_FM865407_Feldhofer 1",16565,12424,16565,1286,2078.67807153966,335.602774876433,1389,2055.10007199424,328.184879521349,472,2141.09110169492,390.233906840354,994,2050.00201207243,358.749214921496
7,">Neanderthal_FM865408_Feldhofer 2",16565,0,4142,1337,2044.07180254301,315.70919405007,1198,2115.31469115192,378.027529457481,667,2020.04647676162,314.374276005124,940,2091.18191489362,365.638412395223
7,">Neanderthal_FM865408_Feldhofer 2",16565,4142,8283,1225,2023.82530612245,355.462956224812,1267,2050.91397000789,345.780360222963,575,2196.05391304348,321.761950937579,1074,2081.55121042831,342.131192432181
7,">Neanderthal_FM865408_Feldhofer 2",16565,8283,12424,1263,2057.54552652415,360.444232554669,1319,2095.54965883245,353.094164312486,463,2045.20518358531,327.449784673186,1096,2067.85675182482,324.894426420775
7,">Neanderthal_FM865408_Feldhofer 2",16565,12424,16565,1286,2078.73716951788,335.651648587015,1388,2056.33141210375,328.015505928699,471,2137.50743099788,389.598591129763,996,2050.00100401606,359.292818945183
8,">Neanderthal_FM865409_ElSidron1253",16565,0,4142,1336,2045.1751497006,315.552545744153,1199,2114.37281067556,377.968832942958,668,2017.87574850299,314.662454673147,939,2092.35889243876,365.713424251955
8,">Neanderthal_FM865409_ElSidron1253",16565,4142,8283,1225,2023.82530612245,355.462956224812,1267,2050.91397000789,345.780360222963,575,2196.05391304348,321.761950937579,1074,2081.55121042831,342.131192432181
8,">Neanderthal_FM865409_ElSidron1253",16565,8283,12424,1262,2057.35499207607,360.71877356533,1319,2095.54965883245,353.094164312486,464,2045.75,326.777261551849,1096,2067.85675182482,324.894426420775
8,">Neanderthal_FM865409_ElSidron1253",16565,12424,16565,1285,2077.41634241245,335.369556265533,1387,2055.10814708003,327.750435883823,473,2144.38689217759,390.64698868007,996,2050.00100401606,359.292818945183
9,">Neanderthal_FM865410_Vindija33.25",16565,0,4142,1339,2043.76549663928,316.221494734885,1199,2113.87656380317,378.310436898656,665,2020.59097744361,313.345345042664,939,2092.99254526092,365.283796097901
9,">Neanderthal_FM865410_Vindija33.25",16565,4142,8283,1224,2024.62745098039,355.563024331381,1268,2049.72318611987,345.941510462492,575,2196.05391304348,321.761950937579,1074,2082.01769087523,341.840493341525
9,">Neanderthal_FM865410_Vindija33.25",16565,8283,12424,1262,2057.35499207607,360.71877356533,1319,2095.54965883245,353.094164312486,464,2045.75,326.777261551849,1096,2067.85675182482,324.894426420775
9,">Neanderthal_FM865410_Vindija33.25",16565,12424,16565,1286,2078.67807153966,335.602774876433,1389,2055.10007199424,328.184879521349,472,2141.09110169492,390.233906840354,994,2050.00201207243,358.749214921496
10,">Neanderthal_FM865411_Mezmaiskaya 1",16565,0,4142,1341,2042.31991051454,316.325466044602,1195,2115.41338912134,377.764311661089,663,2023.44494720965,313.155714131941,943,2091.13361611877,366.010370747368
10,">Neanderthal_FM865411_Mezmaiskaya 1",16565,4142,8283,1227,2022.902200489,354.982254553883,1266,2052.77804107425,346.095806209767,573,2198.63176265271,322.482202746687,1075,2079.32744186047,341.793606249578
10,">Neanderthal_FM865411_Mezmaiskaya 1",16565,8283,12424,1264,2056.73575949367,361.191973011409,1320,2096.78257575758,353.310849121359,462,2047.39393939394,325.344136662637,1095,2066.34520547945,324.586422116364
10,">Neanderthal_FM865411_Mezmaiskaya 1",16565,12424,16565,1285,2081.13385214008,335.981034107521,1387,2054.52703677001,327.752502188295,472,2130.85805084746,388.760077751529,997,2052.51755265797,359.632392696764
