1,">MT gi","251831106","ref","NC_012920.1"," Homo sapiens mitochondrion, complete genome",16568,5117,8220.57846394372,1416.03140634864,5185,8540.21350048216,1369.09899601578,2175,7642.90482758621,1412.32506527746,4091,8381.46443412369,1315.17487559953
1,">MT gi","251831106","ref","NC_012920.1"," Homo sapiens mitochondrion, complete genome",16568,5120,8223.82734375,1416.27368769253,5183,8538.88134285163,1369.89123972815,2174,7633.35464581417,1409.08839308193,4091,8384.17624052799,1315.22627678561
1,">MT gi","251831106","ref","NC_012920.1"," Homo sapiens mitochondrion, complete genome",16568,5120,8222.323828125,1416.75099175902,5183,8541.96546401698,1368.88844350395,2173,7638.29176254027,1409.66978701735,4092,8379.34579667644,1315.74690678638
1,">MT gi","251831106","ref","NC_012920.1"," Homo sapiens mitochondrion, complete genome",16568,5118,8225.08616647128,1416.53368974812,5180,8537.05193050193,1370.28818757272,2175,7632.32873563218,1409.74507101223,4095,8385.68034188034,1314.13413807642
1,">MT gi","251831106","ref","NC_012920.1"," Homo sapiens mitochondrion, complete genome",16568,5120,8223.745703125,1416.49705657774,5177,8541.11357929303,1367.3818619892,2174,7638.53679852806,1411.07765794727,4097,8378.93434220161,1317.33628572982
1,">MT gi","251831106","ref","NC_012920.1"," Homo sapiens mitochondrion, complete genome",16568,5118,8222.60531457601,1416.80915675825,5183,8543.7213968744,1369.44520745562,2175,7638.16643678161,1409.51165136921,4092,8377.12170087976,1314.99750510401
1,">MT gi","251831106","ref","NC_012920.1"," Homo sapiens mitochondrion, complete genome",16568,5118,8226.38374364986,1417.06777916977,5177,8538.17442534286,1367.65918840844,2176,7632.86994485294,1409.31803690146,4097,8382.6482792287,1317.05707185862
1,">MT gi","251831106","ref","NC_012920.1"," Homo sapiens mitochondrion, complete genome",16568,5119,8220.71263918734,1416.23051526131,5181,8540.86469793476,1368.69621123063,2174,7642.35418583257,1411.17415293413,4094,8380.81827063996,1316.04404177459
1,">MT gi","251831106","ref","NC_012920.1"," Homo sapiens mitochondrion, complete genome",16568,5118,8228.55216881594,1417.14118311436,5177,8535.48058721267,1368.91557512418,2176,7627.76976102941,1408.77774493893,4097,8386.05223334147,1315.53214613851
1,">MT gi","251831106","ref","NC_012920.1"," Homo sapiens mitochondrion, complete genome",16568,5120,8222.317578125,1416.61189437114,5178,8539.71552723059,1368.13717383004,2174,7641.90018399264,1411.04383066447,4096,8380.662109375,1316.40311590454
1,">MT gi","251831106","ref","NC_012920.1"," Homo sapiens mitochondrion, complete genome",16568,5119,8225.46083219379,1416.22623706789,5179,8535.57404904422,1369.86990172808,2174,7631.17387304508,1410.39290941683,4096,8387.5859375,1314.71082697877
1,">MT gi","251831106","ref","NC_012920.1"," Homo sapiens mitochondrion, complete genome",16568,5114,8223.54888541259,1416.0115655696,5183,8538.109974918,1371.00416204988,2179,7637.0247820101,1411.27835848328,4092,8384.22922776149,1313.16038878289
